Shops,ATMs,Downtown,Weekday,Center,High,Withdraw
10.04,10,1,1,0,1,70.77094062
0.94,4,0,1,0,0,14.82956339
10.25,9,1,1,0,0,72.62517578
9.75,9,1,1,0,0,67.44624685
10.38,12,1,1,0,0,71.13254756
10.16,10,1,1,1,1,75.29936616
1.03,4,0,1,0,1,15.54635021
0.97,1,0,1,0,0,17.38131183
10.31,10,1,0,0,0,74.92262074
9.6,11,1,1,0,0,63.3008511
9.99,13,1,0,0,1,67.89841114
10.11,11,1,1,0,0,69.32642295
10.05,11,1,0,0,0,70.57370667
0.98,4,0,1,0,0,14.52598874
10,12,1,1,0,1,68.07607877
0.95,3,0,1,0,1,16.19870101
10.46,11,1,0,0,0,74.5640927
10.22,8,1,0,0,0,76.12412982
10.25,13,1,0,0,0,70.94368866
9.8,12,1,1,0,0,65.00336335
1.07,4,0,1,1,0,17.62995264
1.01,2,0,1,1,1,21.24148593
1.03,5,0,0,0,1,16.32671775
10.11,12,1,1,1,0,71.12441606
10.33,7,1,1,0,1,76.60885939
10.18,11,1,1,0,0,69.18539344
10.05,15,1,1,1,0,67.33354061
9.84,11,1,0,0,0,68.25672613
9.94,6,1,1,0,0,72.96712197
10.38,8,1,1,0,0,75.26976053
0.99,4,0,0,0,0,16.67980725
10.17,10,1,1,0,0,69.76119977
1.07,2,0,1,0,1,17.11873618
1.02,4,0,1,0,1,15.80443624
10.18,12,1,1,0,1,69.57826097
9.89,7,1,1,0,0,70.50479449
9.87,10,1,1,0,1,68.24239527
10.04,10,1,1,0,0,69.65075708
0.99,2,0,1,0,1,17.40702299
0.96,4,0,0,1,0,20.04399621
9.84,9,1,0,1,1,93.72063489
9.89,10,1,0,0,0,70.70184265
9.76,11,1,1,1,0,67.70831418
0.98,2,0,0,0,0,19.35428034
9.77,15,1,0,0,0,63.47401088
10.38,9,1,1,1,0,77.48347073
9.81,11,1,1,0,1,67.29988693
0.99,2,0,1,0,0,17.25984984
1.02,5,0,1,0,0,13.77032197
1.09,3,0,1,0,0,17.03960302
9.73,11,1,1,0,1,66.10830294
10.13,14,1,0,0,0,68.26333677
0.99,3,0,0,0,1,18.40240782
9.96,11,1,1,0,0,67.36403898
9.94,13,1,1,0,0,66.30180322
9.78,10,1,1,0,0,66.948956
9.75,10,1,0,0,0,68.53607892
9.62,7,1,1,0,0,68.33751914
10.02,12,1,1,0,0,67.01604401
10.17,7,1,1,0,0,74.08056797
0.97,4,0,1,0,0,14.08762473
10.02,10,1,0,0,0,71.15153859
9.88,10,1,1,0,0,67.96203918
10.15,10,1,0,0,0,73.50752048
9.69,8,1,0,0,1,70.28072029
1.02,4,0,0,0,0,16.75620227
10.09,13,1,0,0,1,69.46992576
1.01,3,0,1,1,0,18.22331343
10.04,9,1,1,0,1,71.81043079
0.98,4,0,1,0,0,14.63958132
1,2,0,0,0,0,18.85989112
10.11,12,1,1,0,0,68.27355218
10.14,10,1,1,0,0,70.21712077
10.03,9,1,1,0,0,70.04554456
10.17,9,1,1,0,0,71.45368945
1.09,2,0,0,0,0,18.95074149
10.16,8,1,1,0,1,73.71700578
10.21,7,1,1,0,0,73.5600279
1.05,3,0,1,0,0,16.01255295
10.11,11,1,0,0,0,71.07075815
9.9,11,1,1,0,0,67.19957211
9.51,11,1,1,0,1,63.56162023
10.03,10,1,1,0,1,69.76186473
10.28,8,1,1,0,0,74.05133024
0.96,3,0,0,0,1,18.2491258
10.01,8,1,1,0,0,70.95766555
0.97,2,0,1,0,1,17.81839593
9.99,14,1,0,0,0,66.58643552
9.94,12,1,1,0,1,67.81127425
9.89,10,1,1,0,1,68.86990109
0.96,4,0,1,1,0,17.56333565
9.87,10,1,1,0,1,68.45586273
10.11,14,1,1,0,1,67.44260551
10.1,8,1,1,1,0,74.49304919
10.17,11,1,1,0,0,69.53488922
9.79,11,1,0,0,0,67.80668684
10.25,9,1,1,0,0,72.35587776
10.05,8,1,1,0,0,71.06883984
10.11,9,1,1,0,1,72.06442554
9.84,8,1,1,0,0,69.5639455
0.99,5,0,1,0,1,15.2737632
0.99,2,0,1,0,0,16.59294196
1.02,3,0,0,0,0,17.29506278
10.18,11,1,0,0,0,72.96252863
9.93,10,1,1,0,1,68.50817394
10.09,11,1,1,0,0,68.62211645
10.33,9,1,0,0,1,75.8758443
9.95,8,1,0,0,1,73.03898705
9.79,14,1,1,0,1,63.25276176
9.92,12,1,1,0,0,66.12962465
9.98,6,1,0,0,0,74.48896641
10.41,7,1,1,0,1,77.43567813
10.11,11,1,1,0,0,69.27974208
1.02,2,0,1,0,0,16.42161998
9.95,9,1,1,0,1,71.53071248
0.97,3,0,0,0,0,17.31722168
9.97,11,1,1,0,1,69.76067439
10.08,9,1,1,0,0,70.55878254
9.91,10,1,0,0,0,69.72097734
9.81,13,1,1,0,0,64.43154837
10.32,12,1,1,0,0,70.53363161
9.91,4,1,1,0,1,75.16771051
10.15,13,1,1,0,0,67.6293227
9.7,11,1,1,0,0,64.47678832
1.1,3,0,1,0,0,16.16448313
1.06,2,0,1,0,1,17.21410014
1.02,4,0,1,0,0,14.30144093
10.12,10,1,0,1,1,96.53438699
10.33,10,1,0,0,0,74.24777159
9.91,9,1,1,0,0,69.05721266
0.98,2,0,0,0,0,17.40170311
0.93,2,0,1,0,0,16.16595466
9.97,12,1,1,0,0,66.24509728
9.97,13,1,0,0,1,68.00155922
0.98,2,0,1,0,0,16.783662
10,10,1,1,0,0,68.9412463
9.93,10,1,1,0,1,69.49733409
0.98,4,0,0,0,0,16.65861271
10.33,6,1,1,0,1,76.97912907
10.21,11,1,1,0,0,69.7187697
9.88,12,1,1,0,1,66.39081314
1.01,2,0,0,0,0,18.08352803
10.04,7,1,1,0,0,72.41326477
10.06,7,1,0,0,1,76.0684418
1.02,3,0,1,0,0,16.17029961
0.89,1,0,1,0,0,16.91484355
1.03,2,0,1,0,1,17.40194917
10.09,11,1,1,0,0,69.29674037
10.12,10,1,1,0,0,70.60419707
1.08,3,0,1,0,1,15.71607649
0.97,2,0,0,0,1,19.91081612
10.07,11,1,1,0,0,69.15813328
1.02,4,0,0,1,0,21.55735294
0.99,3,0,1,0,0,15.8950126
1.04,2,0,1,0,0,15.73363698
0.99,4,0,1,0,0,13.67214622
10.46,11,1,1,0,0,72.74418533
0.97,2,0,1,0,1,17.94658263
9.62,10,1,1,0,0,64.56749375
10.14,13,1,1,0,0,67.70096516
9.83,13,1,0,0,0,66.23410039
9.95,12,1,0,1,1,91.88720873
9.76,13,1,0,0,1,65.98562046
9.75,9,1,0,0,0,69.7498027
10.3,11,1,0,0,1,74.50126268
9.78,11,1,1,0,0,64.69215372
10.21,9,1,1,0,1,73.65978115
10.09,8,1,1,0,1,73.6694118
10.03,5,1,0,0,1,76.75327276
9.73,9,1,1,0,0,67.36630309
0.99,2,0,1,0,0,16.80578917
9.65,10,1,1,0,0,65.59047215
10.18,9,1,1,0,0,71.71627446
9.81,9,1,1,0,1,69.19684835
10.03,12,1,1,0,1,68.10810211
9.91,14,1,1,0,0,64.42418195
10.18,9,1,1,0,0,71.80171589
9.78,8,1,1,0,0,69.28126361
0.99,3,0,1,0,0,15.7700792
9.85,13,1,1,0,1,65.35635649
10.2,13,1,0,0,1,70.77167615
10.04,11,1,1,0,1,70.41067025
9.81,13,1,1,0,0,64.12378916
9.69,12,1,0,0,1,65.80472465
9.96,13,1,0,0,1,68.03869418
10.24,12,1,0,0,1,72.75180427
10.08,9,1,1,0,0,71.41405813
10.26,11,1,1,0,0,70.9014512
0.96,3,0,1,0,0,15.23440294
1.06,3,0,1,0,1,16.02223229
10.19,11,1,1,0,0,70.78904378
9.99,12,1,1,1,0,70.07982533
9.52,9,1,1,0,1,64.98986515
10.05,8,1,1,0,0,70.94510804
10.09,12,1,1,0,0,67.43374265
10.13,10,1,1,0,1,71.51831958
9.38,9,1,1,0,0,63.64189747
10.1,11,1,1,0,0,68.54655349
10.19,10,1,1,1,0,74.08797429
1.1,4,0,0,0,0,18.24175612
1.05,3,0,0,0,0,18.11737331
10.08,7,1,0,0,1,75.83524437
0.9,1,0,0,0,0,19.19376777
10.16,8,1,0,0,0,75.53435611
10.14,9,1,0,0,0,73.80484599
10.15,8,1,1,0,1,73.44606777
9.62,11,1,0,0,0,65.63466957
9.96,8,1,1,0,1,71.15228879
9.86,12,1,1,0,0,65.32500669
0.98,3,0,1,0,0,15.136079
9.99,11,1,1,0,0,68.56790138
10.06,11,1,1,0,0,68.62718015
9.74,13,1,1,0,1,64.00661462
9.94,7,1,1,0,0,71.17523531
1.03,4,0,1,0,0,15.29601523
10.45,7,1,0,1,0,103.8365379
10.04,9,1,1,0,1,72.09604672
10.28,8,1,0,0,0,76.27698156
9.72,11,1,0,1,0,89.62752718
9.94,12,1,1,0,0,66.0882895
1.07,4,0,1,0,0,15.81479962
1.03,4,0,1,0,1,15.971676
10.17,15,1,1,1,0,68.56907354
9.98,11,1,1,0,1,68.79134805
0.96,3,0,0,0,0,17.56094814
10.08,9,1,1,0,0,70.12391241
9.98,12,1,1,0,0,67.34919113
0.95,2,0,1,0,0,16.99266079
10.18,8,1,1,0,0,72.90295099
9.84,10,1,1,0,0,67.07646637
10.11,12,1,1,1,0,71.19138627
0.97,2,0,1,0,0,16.13615289
0.99,2,0,1,0,0,16.66827631
1.05,3,0,0,0,0,17.22113704
9.99,7,1,1,0,0,72.42063411
0.97,3,0,1,0,0,15.78889788
9.91,8,1,1,0,0,70.27873311
10.24,10,1,1,0,1,72.82701611
10.12,8,1,0,0,0,74.36323982
1.08,3,0,0,0,1,19.50857327
10.17,8,1,1,0,0,73.41658147
10.39,9,1,1,0,1,74.29387013
9.67,12,1,1,0,0,62.72940625
9.69,10,1,0,0,0,67.67422216
10.03,13,1,1,0,1,67.49153288
10.16,9,1,0,0,0,73.26013632
10.22,11,1,1,0,0,70.68915067
9.99,11,1,1,0,0,68.393865
9.8,10,1,0,0,0,69.24693065
9.87,10,1,1,1,1,72.64906956
9.9,10,1,1,0,0,67.50041417
10.02,10,1,1,0,0,69.09967251
9.97,9,1,0,0,0,71.97682607
1.02,3,0,1,0,1,17.27870377
10.08,7,1,1,1,1,77.29634321
1.02,3,0,1,0,1,17.54895969
10.11,11,1,1,0,0,69.40573889
9.77,11,1,1,0,1,66.91510497
9.56,12,1,0,0,0,64.22404214
10.28,11,1,0,0,1,74.297578
10,9,1,1,0,1,70.8337399
1.01,4,0,0,0,0,17.37308091
10.02,11,1,1,0,0,68.13301395
10,8,1,1,0,1,72.07488743
9.97,12,1,1,0,0,66.00547789
9.77,7,1,1,0,0,69.57726486
1.08,4,0,1,0,0,15.23521161
9.86,12,1,1,0,0,65.94980744
0.94,3,0,1,0,1,15.60833755
10.16,12,1,1,0,0,69.18228618
9.94,10,1,1,0,0,68.38275507
0.99,2,0,1,0,1,17.71379358
9.84,13,1,1,0,1,64.59567473
9.95,9,1,1,0,1,70.41722202
1.14,4,0,1,0,0,14.62221709
1.07,3,0,1,0,1,16.52879634
10.2,8,1,1,0,0,74.30517895
9.77,12,1,1,0,1,64.75166833
10.32,11,1,0,0,0,73.87054391
10.01,12,1,1,0,0,67.23101465
10.09,10,1,1,0,0,70.14016929
9.61,13,1,0,0,1,63.90235787
10.54,12,1,1,0,1,75.0541339
10.12,12,1,1,0,0,67.41360175
10.02,7,1,1,0,0,72.121112
1.06,5,0,1,0,0,13.46434623
10.21,11,1,0,0,0,71.63239753
9.77,9,1,1,0,1,69.01032111
10.09,9,1,1,0,1,72.18343369
9.98,10,1,1,0,1,70.40941776
9.99,12,1,0,0,0,68.94531589
9.69,9,1,1,0,0,66.81507397
9.98,10,1,1,0,0,68.59486462
9.99,10,1,0,0,0,72.18704701
9.72,10,1,1,0,0,65.2244777
9.98,8,1,0,0,0,73.24560833
0.96,3,0,1,0,0,15.36737755
1,3,0,1,0,0,15.6078768
10.05,10,1,1,0,0,69.1853882
10.1,10,1,0,1,0,95.68599512
9.92,12,1,1,0,0,67.29369275
9.81,11,1,0,0,0,68.46001065
10.09,11,1,1,0,1,69.77273802
10.12,10,1,0,0,0,72.57655925
0.98,1,0,1,0,0,17.07083958
0.99,2,0,0,1,0,22.76559244
10.11,10,1,1,1,1,74.7048676
0.99,2,0,0,0,0,18.38393238
1,2,0,1,0,1,17.1869572
9.82,9,1,0,1,1,93.71502464
10.1,9,1,1,0,0,71.36300528
10.4,9,1,1,0,0,75.57894098
9.78,9,1,1,0,0,67.60282443
0.96,3,0,0,0,0,17.34956699
10.03,7,1,0,0,0,74.81279599
9.94,5,1,0,0,0,75.29937758
10.46,11,1,1,0,0,73.24784562
9.77,12,1,1,0,0,64.82127434
9.91,10,1,1,0,0,67.08134611
0.93,3,0,1,0,0,15.55468129
9.9,11,1,0,0,0,68.73139262
10.17,10,1,0,0,0,73.13149371
9.9,10,1,1,1,0,71.7296324
10.16,10,1,1,1,0,73.44292149
0.9,3,0,1,0,1,17.3421052
10.12,6,1,1,0,0,74.2733798
0.94,4,0,1,1,1,17.857393
10.27,10,1,1,0,0,71.72306513
9.91,8,1,0,0,1,72.80437541
9.66,15,1,1,0,0,60.54503363
0.97,5,0,1,0,0,13.55972214
1,2,0,1,0,1,17.73150886
10.25,5,1,1,0,1,78.03925719
9.91,10,1,1,0,0,67.84961837
1.09,5,0,1,0,0,13.32614145
10.17,12,1,1,0,1,70.15141079
10.02,6,1,1,0,1,75.27443464
9.89,9,1,1,0,0,68.48927322
9.58,14,1,0,1,0,83.95952322
10.26,11,1,1,0,1,71.61140417
0.94,3,0,0,0,0,17.02870456
0.95,3,0,1,0,0,15.30561628
10.43,7,1,1,0,0,76.67730256
1.07,4,0,1,0,0,13.8510434
1.05,3,0,0,0,1,18.44622725
10.08,11,1,0,0,0,71.41132215
10.07,10,1,1,1,0,73.48072101
9.53,11,1,0,0,1,67.02169576
10.12,14,1,1,0,0,66.52816457
9.62,10,1,1,0,1,65.91671667
10.04,11,1,0,0,0,70.33566838
10.2,12,1,0,0,0,71.39264887
10.2,14,1,0,0,1,70.88955941
10.09,14,1,1,0,0,65.50077679
1,3,0,1,0,0,16.21387159
1,3,0,1,0,0,15.92463302
1.02,4,0,1,0,0,14.52662591
9.61,12,1,1,0,0,62.78944114
9.96,8,1,1,0,0,70.46548405
1.01,0,0,0,0,0,21.38356155
0.93,3,0,1,0,0,15.09409098
9.73,10,1,1,0,0,66.70821258
9.54,9,1,0,0,0,67.04467327
10.07,7,1,1,0,1,74.28314347
1.02,4,0,1,0,0,14.52671739
9.83,9,1,1,0,1,69.30945177
0.99,3,0,1,1,0,18.21554553
9.99,11,1,1,0,0,67.41707734
9.93,9,1,0,0,0,71.39349506
1,3,0,1,0,0,15.87677402
9.74,7,1,1,1,0,72.44266351
9.88,12,1,1,0,0,65.23638391
9.99,9,1,0,0,0,71.81615766
10.4,11,1,1,0,1,73.57130818
1.09,3,0,1,0,0,16.0362957
9.99,11,1,1,0,0,68.05620391
1.07,2,0,1,0,0,16.34220526
10.17,12,1,0,0,1,72.4164054
10.18,10,1,1,0,0,70.90972208
10.02,9,1,1,0,0,69.90183519
10.12,10,1,0,1,1,96.72811607
9.79,10,1,1,0,0,67.06591222
0.94,2,0,0,0,0,17.61686603
0.98,2,0,1,1,1,20.13245525
10.28,9,1,1,0,0,73.24475242
9.88,10,1,0,0,0,70.17956054
0.94,2,0,0,0,1,19.53606427
0.93,3,0,1,0,1,17.22621651
10.27,7,1,0,0,1,77.90544027
10.35,12,1,1,0,1,71.29298533
10.32,9,1,1,0,0,73.96140797
1.13,4,0,1,1,0,17.76361299
10.12,8,1,0,0,1,74.70494736
0.99,3,0,0,0,0,17.04201166
10.29,11,1,0,0,0,74.64444767
9.74,10,1,1,0,1,67.36141683
0.94,4,0,1,0,1,15.83894963
9.84,11,1,0,0,0,68.6566977
10.22,7,1,0,0,0,74.88966088
0.96,4,0,1,0,0,14.28526727
9.89,9,1,1,0,0,69.46505458
10.08,8,1,1,0,0,71.85422447
10,10,1,1,0,0,69.42894479
9.71,12,1,1,0,0,62.90798996
9.92,12,1,1,0,0,65.10327703
10.15,9,1,1,0,1,72.95588889
9.62,15,1,1,0,1,61.35633087
9.94,8,1,1,0,0,70.71780454
10,12,1,0,0,0,68.81104231
9.81,9,1,1,0,0,68.22189927
10.18,9,1,1,0,1,73.08478937
1.06,6,0,0,0,0,16.15317006
1.05,1,0,1,0,0,16.96573991
10.06,7,1,0,0,1,76.35006906
9.97,10,1,1,0,0,68.49189655
1.02,2,0,0,1,0,24.11893767
1.07,3,0,1,1,0,18.68879336
9.66,13,1,1,0,0,63.09473737
9.86,8,1,1,0,1,70.22960952
0.96,3,0,1,0,1,16.44668777
1.06,3,0,0,0,0,17.4214362
10.04,9,1,1,0,0,70.8879712
10.12,10,1,1,1,0,73.20590516
10.19,14,1,0,0,0,70.14617768
10.3,13,1,1,0,0,69.24783081
1.02,3,0,0,0,1,18.40624098
9.77,8,1,0,0,0,69.80061963
9.61,11,1,1,0,1,64.73338417
10.06,11,1,1,0,1,70.24250601
9.91,10,1,1,0,0,67.98592687
10.01,13,1,1,0,0,65.14459799
0.98,2,0,0,0,0,18.76497468
9.95,8,1,1,0,0,71.08195115
0.89,5,0,0,0,0,15.69776231
10.27,10,1,1,0,0,72.97265911
9.88,10,1,1,0,1,68.0252697
10.1,14,1,1,0,0,66.8101521
10.31,10,1,0,0,1,74.98404399
10,11,1,1,0,0,67.7525548
10.1,11,1,1,0,0,68.52778397
10.09,10,1,1,0,0,69.64007421
9.83,10,1,0,0,1,71.00622003
10.25,10,1,1,0,0,71.60900666
0.91,2,0,1,0,1,17.02344395
9.87,9,1,1,0,1,69.58140274
9.9,9,1,0,0,0,70.95637919
0.91,4,0,0,1,0,21.75466686
9.86,9,1,1,0,0,67.51014877
10.01,11,1,0,0,0,69.20286662
10.04,13,1,0,0,0,68.3924237
9.72,9,1,1,0,1,68.02534993
9.51,12,1,0,0,0,64.06881123
9.68,9,1,1,0,1,68.52295945
10.13,10,1,1,0,0,70.58754655
10.04,14,1,0,0,0,67.75796093
10.05,7,1,1,0,1,73.12479976
9.96,8,1,1,1,0,73.67389411
10.28,10,1,1,0,1,73.22867916
9.99,11,1,1,0,0,67.47957728
10.19,6,1,0,0,1,78.19502599
1.06,3,0,0,0,0,17.58262121
9.94,10,1,0,0,0,70.98082676
9.74,9,1,1,0,0,67.42325715
1.07,4,0,1,0,0,14.66791218
10.29,9,1,1,0,1,74.15267004
9.97,9,1,1,0,0,69.52580724
9.71,10,1,1,0,0,65.67752747
10.15,13,1,1,0,1,68.93890957
9.86,13,1,0,0,0,66.48983068
10.27,10,1,1,0,1,73.6412683
9.65,11,1,1,0,1,65.29757164
0.9,2,0,0,0,0,17.83537317
9.94,8,1,0,0,0,71.96428915
10.14,12,1,1,0,0,68.68059577
9.97,11,1,1,0,0,68.78826817
1.03,3,0,1,1,0,19.00966451
0.98,1,0,1,0,0,17.82939347
1.01,3,0,1,0,1,16.33222569
0.98,2,0,1,0,0,16.86967871
10.3,12,1,0,0,0,72.49454357
10.27,13,1,1,0,1,69.74781463
9.91,11,1,1,0,0,66.74141946
1.01,4,0,1,0,0,14.27807221
9.84,9,1,0,0,0,70.24458281
10.17,12,1,1,0,1,69.42023059
9.97,14,1,0,0,1,66.99089984
10.32,12,1,1,0,0,70.98566055
9.98,9,1,1,0,0,69.74077743
10.38,10,1,0,0,0,74.90877616
9.93,10,1,0,0,0,69.17724868
0.99,4,0,0,0,1,17.03411094
9.86,9,1,1,0,0,68.08016235
10.02,6,1,1,0,0,73.65021936
9.86,6,1,1,0,0,71.339312
9.73,8,1,0,0,0,70.84236608
0.97,2,0,1,0,0,15.96382386
0.99,4,0,0,0,0,17.37158971
1.01,1,0,1,0,0,17.47891976
0.95,2,0,1,0,0,16.66443004
9.6,10,1,0,0,1,67.99232228
10.44,7,1,1,0,0,77.4164039
10.3,10,1,1,0,0,72.6305127
10.51,11,1,1,0,0,74.31802897
10.12,7,1,0,0,0,75.19907434
0.99,3,0,1,0,1,15.67933296
10.02,9,1,1,1,1,74.28755025
10.2,9,1,1,0,1,73.67851161
1.04,1,0,1,0,0,16.84792069
10.21,10,1,1,0,0,71.01939902
9.84,10,1,1,0,0,66.42902194
10,11,1,1,1,0,70.36112458
9.88,14,1,1,0,0,63.99622444
10.4,10,1,1,0,1,74.91341888
10.08,10,1,1,0,1,71.70078556
10.51,8,1,1,0,1,77.64687941
10.23,11,1,1,0,1,70.93951792
1.04,2,0,1,1,0,19.20589479
9.93,10,1,1,0,1,70.17420024
0.96,3,0,1,0,0,15.16578464
9.88,12,1,1,0,0,65.71142857
1.01,3,0,1,0,1,17.12908643
1.06,4,0,1,0,0,14.64787276
1,3,0,1,1,0,18.44296154
10.11,10,1,0,0,0,72.18563515
1.01,3,0,1,0,1,16.34297087
10.1,8,1,1,0,0,72.18628239
1.06,3,0,1,0,1,16.49676763
9.95,6,1,1,0,0,71.777864
0.99,2,0,1,0,0,16.67433478
10.17,8,1,1,0,1,72.95703099
9.95,9,1,1,0,0,68.7498557
9.95,10,1,1,0,1,69.22936905
1,2,0,1,0,1,17.78284978
10.16,11,1,1,0,0,69.35357125
10.12,11,1,1,0,0,69.56199402
10.24,13,1,0,0,0,69.76850259
9.99,10,1,1,0,0,68.92665356
10.01,7,1,1,0,0,72.39519199
10.37,7,1,1,0,0,76.11148508
1.04,4,0,1,0,0,14.9330779
0.96,4,0,1,0,0,14.08252966
9.75,8,1,1,0,0,69.28506051
10.08,12,1,1,0,1,69.69934944
9.83,11,1,0,0,0,68.5869836
10.04,7,1,1,0,1,74.47971538
1.06,4,0,1,0,1,15.13367409
10.18,10,1,0,0,1,74.39842774
1.04,1,0,1,0,0,17.229278
10.24,9,1,1,0,1,73.28028111
1.01,3,0,1,0,0,15.14823652
9.73,7,1,1,0,0,69.15598
10.27,13,1,0,0,0,71.84158013
0.96,1,0,1,0,1,18.76275369
1.04,3,0,1,0,0,16.28340362
9.39,6,1,0,0,0,68.84092883
10,8,1,1,0,0,71.06327805
9.82,9,1,0,0,0,70.0776386
9.94,13,1,1,0,0,65.23585325
9.81,10,1,0,1,0,91.72019794
0.97,3,0,1,0,1,16.88987012
9.96,13,1,0,0,0,67.34466515
1.11,4,0,1,0,0,14.36572621
9.93,7,1,1,0,1,71.19665524
1.02,2,0,0,0,1,19.64169077
10.31,9,1,1,0,1,74.23828218
1,4,0,1,0,0,14.55432835
9.86,11,1,1,0,0,66.72836948
0.99,1,0,0,0,1,20.60222122
10.09,9,1,0,1,1,96.97304843
10.11,9,1,1,0,0,70.75234853
10.14,11,1,0,0,0,70.96786906
9.98,9,1,1,0,0,69.72547688
0.94,4,0,1,0,0,14.26035046
0.98,0,0,1,0,0,18.02515678
1.05,3,0,1,0,0,16.82152931
1,3,0,1,0,0,16.2774306
10.17,12,1,0,0,0,71.80723831
9.73,10,1,1,0,0,66.598368
10.31,11,1,1,0,0,70.44503368
1.02,3,0,1,0,0,14.49820482
10.09,8,1,1,1,1,75.12822797
10.02,11,1,1,0,1,69.5480461
9.69,9,1,1,0,0,67.07654528
10.13,12,1,1,1,0,71.73031871
1.01,3,0,1,0,1,15.60036756
10.03,8,1,1,0,0,71.45192972
1.07,4,0,0,0,0,17.16011849
10,12,1,1,0,1,68.5861072
10.15,11,1,1,0,1,70.69985266
1.03,3,0,1,0,1,17.36112053
0.95,2,0,1,0,0,16.1779743
1,2,0,1,0,0,16.78145107
9.62,6,1,1,0,0,68.408246
1.04,3,0,1,0,0,14.71146425
0.99,2,0,1,0,0,16.42345288
10.15,12,1,1,0,0,69.05666314
10.13,13,1,0,1,0,93.15122281
1,3,0,0,0,1,18.82198977
0.98,3,0,1,0,0,15.68115685
9.9,7,1,1,0,0,71.27790199
0.96,3,0,1,0,0,16.01014883
10.28,16,1,1,0,1,67.25161598
1.08,4,0,1,0,0,14.62523348
10.03,11,1,1,0,0,68.14095894
10.14,6,1,0,0,0,76.59454568
9.91,9,1,1,0,1,69.86095741
1.02,3,0,0,0,1,17.83917932
9.92,14,1,1,0,0,63.96525062
0.96,4,0,1,0,0,13.5541103
1.06,2,0,1,0,1,18.06541888
1.09,4,0,0,0,1,18.12047269
1.12,5,0,1,1,0,17.09732678
9.9,8,1,1,0,0,69.21796033
10.09,10,1,1,0,0,70.36033272
1,4,0,1,0,0,14.27703053
1.02,2,0,0,1,0,24.76783741
9.83,10,1,0,0,1,70.38489139
10.11,8,1,1,1,0,75.32089268
9.81,10,1,0,0,0,68.9330735
10.22,9,1,1,0,0,72.46852509
10.05,10,1,0,0,0,71.98578577
9.98,11,1,1,1,0,70.53068596
1,3,0,1,0,0,14.98635322
0.98,4,0,1,0,0,14.7697027
9.95,7,1,1,0,0,71.71254851
10.16,12,1,1,0,0,68.74707751
10.01,12,1,0,0,1,70.29073325
0.89,3,0,1,0,0,14.83425136
10.21,10,1,0,0,0,72.96050314
1.1,3,0,1,0,0,16.00231978
10.1,8,1,1,0,0,71.9757427
9.94,8,1,1,0,0,70.79386483
10.19,12,1,1,0,0,68.70075263
0.95,3,0,1,0,0,15.38767039
10.12,11,1,1,1,0,73.12976545
10.07,9,1,1,0,0,70.91880747
10.12,9,1,1,0,0,71.22828917
0.89,3,0,0,0,0,17.12059267
0.96,3,0,0,0,1,17.75072582
9.81,12,1,1,0,0,65.31342559
9.89,12,1,1,0,0,65.24781778
9.85,4,1,1,0,0,73.23028383
1.08,5,0,1,1,0,16.38895407
9.88,4,1,1,0,0,73.28789573
0.97,2,0,1,0,1,17.8423511
9.63,13,1,1,0,0,61.57175672
10.14,8,1,1,0,0,72.47639547
0.99,4,0,1,0,1,16.2376447
10.13,10,1,1,0,1,71.49860375
0.92,4,0,0,0,0,15.85515396
10.18,10,1,1,0,1,71.71831124
9.83,9,1,0,0,0,70.01860648
9.74,11,1,1,0,0,65.36141456
10,13,1,1,0,0,65.73362846
9.87,11,1,1,0,0,67.06917132
9.83,10,1,1,0,0,67.6194175
10.05,11,1,1,0,1,69.60333386
10.2,7,1,0,0,0,75.77202577
10.14,10,1,1,0,1,72.41660946
0.99,2,0,1,0,0,15.40968753
9.88,12,1,1,0,0,66.60198066
9.73,12,1,0,0,1,67.51567619
9.69,10,1,1,0,1,65.59080513
10.22,9,1,0,0,1,75.41060434
9.92,10,1,1,0,1,70.02484684
10.04,11,1,1,0,0,68.38262542
9.95,8,1,1,0,0,70.19261595
9.97,8,1,1,0,1,71.19726528
0.95,4,0,1,0,0,14.90767332
10.16,7,1,1,0,0,74.31381551
10.15,12,1,1,0,0,68.51852307
10.09,9,1,1,0,0,71.6775617
9.94,9,1,1,0,1,69.80812039
9.73,10,1,1,0,0,66.22491184
10.07,13,1,0,0,1,69.56983354
1,4,0,1,0,0,15.25410668
0.96,3,0,0,0,0,17.78947707
10.31,13,1,1,0,1,71.43430537
10.18,11,1,1,0,0,70.29289939
1.04,3,0,1,0,0,15.59187222
10.12,8,1,1,0,0,71.92323646
1.03,3,0,1,0,1,16.82151828
1.02,3,0,1,1,0,18.58400628
10.27,11,1,1,1,0,73.67037869
0.94,2,0,1,0,0,17.2752027
10.23,12,1,1,0,0,69.4971019
9.96,8,1,1,0,0,70.57575237
1.02,2,0,1,0,1,18.33293486
1.04,4,0,0,0,0,15.78330523
10.16,11,1,1,0,0,68.95144698
0.94,4,0,1,0,1,15.00808058
1.08,3,0,1,0,1,16.85865354
1.06,3,0,0,0,0,16.97036237
10.03,12,1,1,0,0,67.30663077
0.99,5,0,0,0,0,16.32945946
0.97,2,0,1,0,0,16.51606257
9.85,7,1,1,0,0,70.28682362
10.13,9,1,1,0,1,72.79185002
10.43,8,1,0,0,0,78.14721645
1,3,0,1,0,0,15.33240441
0.96,1,0,0,1,0,24.2767674
10.16,7,1,1,0,0,74.59333481
